# WFCD warframe-drop-data relics.json — relic reward table.
# reward_name resolves to a catalog slug at runtime (normalize_name); Forma/Kuva/etc. stay unpriced.
# tier	relic_name	refinement	reward_name	chance
Lith	V8	Intact	Vectis Prime Stock	11
Lith	V8	Radiant	Ash Prime Chassis Blueprint	16.67
Lith	V8	Radiant	Bronco Prime Blueprint	16.67
Lith	V8	Radiant	Forma Blueprint	16.67
Lith	V8	Radiant	Fragor Prime Handle	20
Lith	V8	Radiant	Vauban Prime Systems Blueprint	10
Lith	V8	Radiant	Vectis Prime Stock	20
Lith	V9	Exceptional	Atlas Prime Blueprint	23.33
Lith	V9	Exceptional	Braton Prime Receiver	13
Lith	V9	Exceptional	Dethcube Prime Carapace	13
Lith	V9	Exceptional	Forma Blueprint	23.33
Lith	V9	Exceptional	Vasto Prime Receiver	23.33
Lith	V9	Exceptional	Vauban Prime Systems Blueprint	4
Lith	V9	Flawless	Atlas Prime Blueprint	20
Lith	V9	Flawless	Braton Prime Receiver	17
Lith	V9	Flawless	Dethcube Prime Carapace	17
Lith	V9	Flawless	Forma Blueprint	20
Lith	V9	Flawless	Vasto Prime Receiver	20
Lith	V9	Flawless	Vauban Prime Systems Blueprint	6
Lith	V9	Intact	Atlas Prime Blueprint	25.33
Lith	V9	Intact	Braton Prime Receiver	11
Lith	V9	Intact	Dethcube Prime Carapace	11
Lith	V9	Intact	Forma Blueprint	25.33
Lith	V9	Intact	Vasto Prime Receiver	25.33
Lith	V9	Intact	Vauban Prime Systems Blueprint	2
Lith	V9	Radiant	Atlas Prime Blueprint	16.67
Lith	V9	Radiant	Braton Prime Receiver	20
Lith	V9	Radiant	Dethcube Prime Carapace	20
Lith	V9	Radiant	Forma Blueprint	16.67
Lith	V9	Radiant	Vasto Prime Receiver	16.67
Lith	V9	Radiant	Vauban Prime Systems Blueprint	10
Lith	W1	Exceptional	Akbolto Prime Link	13
Lith	W1	Exceptional	Fang Prime Handle	13
Lith	W1	Exceptional	Forma Blueprint	23.33
Lith	W1	Exceptional	Gram Prime Blade	23.33
Lith	W1	Exceptional	Mirage Prime Neuroptics Blueprint	23.33
Lith	W1	Exceptional	Wukong Prime Blueprint	4
Lith	W1	Flawless	Akbolto Prime Link	17
Lith	W1	Flawless	Fang Prime Handle	17
Lith	W1	Flawless	Forma Blueprint	20
Lith	W1	Flawless	Gram Prime Blade	20
Lith	W1	Flawless	Mirage Prime Neuroptics Blueprint	20
Lith	W1	Flawless	Wukong Prime Blueprint	6
Lith	W1	Intact	Akbolto Prime Link	11
Lith	W1	Intact	Fang Prime Handle	11
Lith	W1	Intact	Forma Blueprint	25.33
Lith	W1	Intact	Gram Prime Blade	25.33
Lith	W1	Intact	Mirage Prime Neuroptics Blueprint	25.33
Lith	W1	Intact	Wukong Prime Blueprint	2
Lith	W1	Radiant	Akbolto Prime Link	20
Lith	W1	Radiant	Fang Prime Handle	20
Lith	W1	Radiant	Forma Blueprint	16.67
Lith	W1	Radiant	Gram Prime Blade	16.67
Lith	W1	Radiant	Mirage Prime Neuroptics Blueprint	16.67
Lith	W1	Radiant	Wukong Prime Blueprint	10
Lith	W2	Exceptional	Baza Prime Barrel	13
Lith	W2	Exceptional	Fang Prime Handle	13
Lith	W2	Exceptional	Forma Blueprint	23.33
Lith	W2	Exceptional	Rubico Prime Receiver	23.33
Lith	W2	Exceptional	Stradavar Prime Receiver	23.33
Lith	W2	Exceptional	Wukong Prime Blueprint	4
Lith	W2	Flawless	Baza Prime Barrel	17
Lith	W2	Flawless	Fang Prime Handle	17
Lith	W2	Flawless	Forma Blueprint	20
Lith	W2	Flawless	Rubico Prime Receiver	20
Lith	W2	Flawless	Stradavar Prime Receiver	20
Lith	W2	Flawless	Wukong Prime Blueprint	6
Lith	W2	Intact	Baza Prime Barrel	11
Lith	W2	Intact	Fang Prime Handle	11
Lith	W2	Intact	Forma Blueprint	25.33
Lith	W2	Intact	Rubico Prime Receiver	25.33
Lith	W2	Intact	Stradavar Prime Receiver	25.33
Lith	W2	Intact	Wukong Prime Blueprint	2
Lith	W2	Radiant	Baza Prime Barrel	20
Lith	W2	Radiant	Fang Prime Handle	20
Lith	W2	Radiant	Forma Blueprint	16.67
Lith	W2	Radiant	Rubico Prime Receiver	16.67
Lith	W2	Radiant	Stradavar Prime Receiver	16.67
Lith	W2	Radiant	Wukong Prime Blueprint	10
Lith	W3	Exceptional	Corvas Prime Blueprint	13
Lith	W3	Exceptional	Dual Keres Prime Blade	23.33
Lith	W3	Exceptional	Forma Blueprint	23.33
Lith	W3	Exceptional	Hildryn Prime Systems Blueprint	23.33
Lith	W3	Exceptional	Larkspur Prime Stock	13
Lith	W3	Exceptional	Wisp Prime Chassis Blueprint	4
Lith	W3	Flawless	Corvas Prime Blueprint	17
Lith	W3	Flawless	Dual Keres Prime Blade	20
Lith	W3	Flawless	Forma Blueprint	20
Lith	W3	Flawless	Hildryn Prime Systems Blueprint	20
Lith	W3	Flawless	Larkspur Prime Stock	17
Lith	W3	Flawless	Wisp Prime Chassis Blueprint	6
Lith	W3	Intact	Corvas Prime Blueprint	11
Lith	W3	Intact	Dual Keres Prime Blade	25.33
Lith	W3	Intact	Forma Blueprint	25.33
Lith	W3	Intact	Hildryn Prime Systems Blueprint	25.33
Lith	W3	Intact	Larkspur Prime Stock	11
Lith	W3	Intact	Wisp Prime Chassis Blueprint	2
Lith	W3	Radiant	Corvas Prime Blueprint	20
Lith	W3	Radiant	Dual Keres Prime Blade	16.67
Lith	W3	Radiant	Forma Blueprint	16.67
Lith	W3	Radiant	Hildryn Prime Systems Blueprint	16.67
Lith	W3	Radiant	Larkspur Prime Stock	20
Lith	W3	Radiant	Wisp Prime Chassis Blueprint	10
Lith	W4	Exceptional	Burston Prime Stock	23.33
Lith	W4	Exceptional	Epitaph Prime Barrel	13
Lith	W4	Exceptional	Forma Blueprint	23.33
Lith	W4	Exceptional	Masseter Prime Blueprint	13
Lith	W4	Exceptional	Protea Prime Blueprint	23.33
Lith	W4	Exceptional	Wisp Prime Chassis Blueprint	4
Lith	W4	Flawless	Burston Prime Stock	20
Lith	W4	Flawless	Epitaph Prime Barrel	17
Lith	W4	Flawless	Forma Blueprint	20
Lith	W4	Flawless	Masseter Prime Blueprint	17
Lith	W4	Flawless	Protea Prime Blueprint	20
Lith	W4	Flawless	Wisp Prime Chassis Blueprint	6
Lith	W4	Intact	Burston Prime Stock	25.33
Lith	W4	Intact	Epitaph Prime Barrel	11
Lith	W4	Intact	Forma Blueprint	25.33
Lith	W4	Intact	Masseter Prime Blueprint	11
Lith	W4	Intact	Protea Prime Blueprint	25.33
Lith	W4	Intact	Wisp Prime Chassis Blueprint	2
Lith	W4	Radiant	Burston Prime Stock	16.67
Lith	W4	Radiant	Epitaph Prime Barrel	20
Lith	W4	Radiant	Forma Blueprint	16.67
Lith	W4	Radiant	Masseter Prime Blueprint	20
Lith	W4	Radiant	Protea Prime Blueprint	16.67
Lith	W4	Radiant	Wisp Prime Chassis Blueprint	10
Lith	X1	Exceptional	Braton Prime Blueprint	13
Lith	X1	Exceptional	Forma Blueprint	23.33
Lith	X1	Exceptional	Larkspur Prime Blueprint	23.33
Lith	X1	Exceptional	Lex Prime Receiver	23.33
Lith	X1	Exceptional	Shade Prime Systems	13
Lith	X1	Exceptional	Xaku Prime Blueprint	4
Lith	X1	Flawless	Braton Prime Blueprint	17
Lith	X1	Flawless	Forma Blueprint	20
Lith	X1	Flawless	Larkspur Prime Blueprint	20
Lith	X1	Flawless	Lex Prime Receiver	20
Lith	X1	Flawless	Shade Prime Systems	17
Lith	X1	Flawless	Xaku Prime Blueprint	6
Lith	X1	Intact	Braton Prime Blueprint	11
Lith	X1	Intact	Forma Blueprint	25.33
Lith	X1	Intact	Larkspur Prime Blueprint	25.33
Lith	X1	Intact	Lex Prime Receiver	25.33
Lith	X1	Intact	Shade Prime Systems	11
Lith	X1	Intact	Xaku Prime Blueprint	2
Lith	X1	Radiant	Braton Prime Blueprint	20
Lith	X1	Radiant	Forma Blueprint	16.67
Lith	X1	Radiant	Larkspur Prime Blueprint	16.67
Lith	X1	Radiant	Lex Prime Receiver	16.67
Lith	X1	Radiant	Shade Prime Systems	20
Lith	X1	Radiant	Xaku Prime Blueprint	10
Lith	Y1	Exceptional	Braton Prime Blueprint	23.33
Lith	Y1	Exceptional	Lex Prime Barrel	23.33
Lith	Y1	Exceptional	Nautilus Prime Carapace	23.33
Lith	Y1	Exceptional	Trumna Prime Stock	13
Lith	Y1	Exceptional	Yareli Prime Neuroptics Blueprint	4
Lith	Y1	Exceptional	Zylok Prime Receiver	13
Lith	Y1	Flawless	Braton Prime Blueprint	20
Lith	Y1	Flawless	Lex Prime Barrel	20
Lith	Y1	Flawless	Nautilus Prime Carapace	20
Lith	Y1	Flawless	Trumna Prime Stock	17
Lith	Y1	Flawless	Yareli Prime Neuroptics Blueprint	6
Lith	Y1	Flawless	Zylok Prime Receiver	17
Lith	Y1	Intact	Braton Prime Blueprint	25.33
Lith	Y1	Intact	Lex Prime Barrel	25.33
Lith	Y1	Intact	Nautilus Prime Carapace	25.33
Lith	Y1	Intact	Trumna Prime Stock	11
Lith	Y1	Intact	Yareli Prime Neuroptics Blueprint	2
Lith	Y1	Intact	Zylok Prime Receiver	11
Lith	Y1	Radiant	Braton Prime Blueprint	16.67
Lith	Y1	Radiant	Lex Prime Barrel	16.67
Lith	Y1	Radiant	Nautilus Prime Carapace	16.67
Lith	Y1	Radiant	Trumna Prime Stock	20
Lith	Y1	Radiant	Yareli Prime Neuroptics Blueprint	10
Lith	Y1	Radiant	Zylok Prime Receiver	20
Lith	Z1	Exceptional	2X Forma Blueprint	13
Lith	Z1	Exceptional	Akbronco Prime Blueprint	23.33
Lith	Z1	Exceptional	Cernos Prime Blueprint	13
Lith	Z1	Exceptional	Fang Prime Handle	23.33
Lith	Z1	Exceptional	Mirage Prime Neuroptics Blueprint	23.33
Lith	Z1	Exceptional	Zephyr Prime Systems Blueprint	4
Lith	Z1	Flawless	2X Forma Blueprint	17
Lith	Z1	Flawless	Akbronco Prime Blueprint	20
Lith	Z1	Flawless	Cernos Prime Blueprint	17
Lith	Z1	Flawless	Fang Prime Handle	20
Lith	Z1	Flawless	Mirage Prime Neuroptics Blueprint	20
Lith	Z1	Flawless	Zephyr Prime Systems Blueprint	6
Lith	Z1	Intact	2X Forma Blueprint	11
Lith	Z1	Intact	Akbronco Prime Blueprint	25.33
Lith	Z1	Intact	Cernos Prime Blueprint	11
Lith	Z1	Intact	Fang Prime Handle	25.33
Lith	Z1	Intact	Mirage Prime Neuroptics Blueprint	25.33
Lith	Z1	Intact	Zephyr Prime Systems Blueprint	2
Lith	Z1	Radiant	2X Forma Blueprint	20
Lith	Z1	Radiant	Akbronco Prime Blueprint	16.67
Lith	Z1	Radiant	Cernos Prime Blueprint	20
Lith	Z1	Radiant	Fang Prime Handle	16.67
Lith	Z1	Radiant	Mirage Prime Neuroptics Blueprint	16.67
Lith	Z1	Radiant	Zephyr Prime Systems Blueprint	10
Lith	Z2	Exceptional	Akbronco Prime Blueprint	23.33
Lith	Z2	Exceptional	Forma Blueprint	23.33
Lith	Z2	Exceptional	Helios Prime Systems	13
Lith	Z2	Exceptional	Nami Skyla Prime Blueprint	23.33
Lith	Z2	Exceptional	Silva & Aegis Prime Blueprint	13
Lith	Z2	Exceptional	Zephyr Prime Systems Blueprint	4
Lith	Z2	Flawless	Akbronco Prime Blueprint	20
Lith	Z2	Flawless	Forma Blueprint	20
Lith	Z2	Flawless	Helios Prime Systems	17
Lith	Z2	Flawless	Nami Skyla Prime Blueprint	20
Lith	Z2	Flawless	Silva & Aegis Prime Blueprint	17
Lith	Z2	Flawless	Zephyr Prime Systems Blueprint	6
Lith	Z2	Intact	Akbronco Prime Blueprint	25.33
Lith	Z2	Intact	Forma Blueprint	25.33
Lith	Z2	Intact	Helios Prime Systems	11
Lith	Z2	Intact	Nami Skyla Prime Blueprint	25.33
Lith	Z2	Intact	Silva & Aegis Prime Blueprint	11
Lith	Z2	Intact	Zephyr Prime Systems Blueprint	2
Lith	Z2	Radiant	Akbronco Prime Blueprint	16.67
Lith	Z2	Radiant	Forma Blueprint	16.67
Lith	Z2	Radiant	Helios Prime Systems	20
Lith	Z2	Radiant	Nami Skyla Prime Blueprint	16.67
Lith	Z2	Radiant	Silva & Aegis Prime Blueprint	20
Lith	Z2	Radiant	Zephyr Prime Systems Blueprint	10
Lith	Z3	Exceptional	Braton Prime Receiver	23.33
Lith	Z3	Exceptional	Magnus Prime Blueprint	23.33
Lith	Z3	Exceptional	Nagantaka Prime Stock	13
Lith	Z3	Exceptional	Paris Prime Lower Limb	23.33
Lith	Z3	Exceptional	Volnus Prime Head	13
Lith	Z3	Exceptional	Zakti Prime Blueprint	4
Lith	Z3	Flawless	Braton Prime Receiver	20
Lith	Z3	Flawless	Magnus Prime Blueprint	20
Lith	Z3	Flawless	Nagantaka Prime Stock	17
Lith	Z3	Flawless	Paris Prime Lower Limb	20
Lith	Z3	Flawless	Volnus Prime Head	17
Lith	Z3	Flawless	Zakti Prime Blueprint	6
Lith	Z3	Intact	Braton Prime Receiver	25.33
Lith	Z3	Intact	Magnus Prime Blueprint	25.33
Lith	Z3	Intact	Nagantaka Prime Stock	11
Lith	Z3	Intact	Paris Prime Lower Limb	25.33
Lith	Z3	Intact	Volnus Prime Head	11
Lith	Z3	Intact	Zakti Prime Blueprint	2
Lith	Z3	Radiant	Braton Prime Receiver	16.67
Lith	Z3	Radiant	Magnus Prime Blueprint	16.67
Lith	Z3	Radiant	Nagantaka Prime Stock	20
Lith	Z3	Radiant	Paris Prime Lower Limb	16.67
Lith	Z3	Radiant	Volnus Prime Head	20
Lith	Z3	Radiant	Zakti Prime Blueprint	10
Lith	Z4	Exceptional	Forma Blueprint	23.33
Lith	Z4	Exceptional	Okina Prime Handle	13
Lith	Z4	Exceptional	Sevagoth Prime Blueprint	13
Lith	Z4	Exceptional	Velox Prime Receiver	23.33
Lith	Z4	Exceptional	Yareli Prime Chassis Blueprint	23.33
Lith	Z4	Exceptional	Zylok Prime Blueprint	4
Lith	Z4	Flawless	Forma Blueprint	20
Lith	Z4	Flawless	Okina Prime Handle	17
Lith	Z4	Flawless	Sevagoth Prime Blueprint	17
Lith	Z4	Flawless	Velox Prime Receiver	20
Lith	Z4	Flawless	Yareli Prime Chassis Blueprint	20
Lith	Z4	Flawless	Zylok Prime Blueprint	6
Lith	Z4	Intact	Forma Blueprint	25.33
Lith	Z4	Intact	Okina Prime Handle	11
Lith	Z4	Intact	Sevagoth Prime Blueprint	11
Lith	Z4	Intact	Velox Prime Receiver	25.33
Lith	Z4	Intact	Yareli Prime Chassis Blueprint	25.33
Lith	Z4	Intact	Zylok Prime Blueprint	2
Lith	Z4	Radiant	Forma Blueprint	16.67
Lith	Z4	Radiant	Okina Prime Handle	20
Lith	Z4	Radiant	Sevagoth Prime Blueprint	20
Lith	Z4	Radiant	Velox Prime Receiver	16.67
Lith	Z4	Radiant	Yareli Prime Chassis Blueprint	16.67
Lith	Z4	Radiant	Zylok Prime Blueprint	10
Meso	A1	Exceptional	2X Forma Blueprint	13
Meso	A1	Exceptional	Akjagara Prime Barrel	4
Meso	A1	Exceptional	Ballistica Prime Lower Limb	23.33
Meso	A1	Exceptional	Kronen Prime Handle	13
Meso	A1	Exceptional	Orthos Prime Handle	23.33
Meso	A1	Exceptional	Sybaris Prime Stock	23.33
Meso	A1	Flawless	2X Forma Blueprint	17
Meso	A1	Flawless	Akjagara Prime Barrel	6
Meso	A1	Flawless	Ballistica Prime Lower Limb	20
Meso	A1	Flawless	Kronen Prime Handle	17
Meso	A1	Flawless	Orthos Prime Handle	20
Meso	A1	Flawless	Sybaris Prime Stock	20
Meso	A1	Intact	2X Forma Blueprint	11
Meso	A1	Intact	Akjagara Prime Barrel	2
Meso	A1	Intact	Ballistica Prime Lower Limb	25.33
Meso	A1	Intact	Kronen Prime Handle	11
Meso	A1	Intact	Orthos Prime Handle	25.33
Meso	A1	Intact	Sybaris Prime Stock	25.33
Meso	A1	Radiant	2X Forma Blueprint	20
Meso	A1	Radiant	Akjagara Prime Barrel	10
Meso	A1	Radiant	Ballistica Prime Lower Limb	16.67
Meso	A1	Radiant	Kronen Prime Handle	20
Meso	A1	Radiant	Orthos Prime Handle	16.67
Meso	A1	Radiant	Sybaris Prime Stock	16.67
Meso	A10	Exceptional	Alternox Prime Blueprint	4
Meso	A10	Exceptional	Dual Zoren Prime Blueprint	13
Meso	A10	Exceptional	Forma Blueprint	23.33
Meso	A10	Exceptional	Nautilus Prime Systems	13
Meso	A10	Exceptional	Orthos Prime Handle	23.33
Meso	A10	Exceptional	Xaku Prime Neuroptics Blueprint	23.33
Meso	A10	Flawless	Alternox Prime Blueprint	6
Meso	A10	Flawless	Dual Zoren Prime Blueprint	17
Meso	A10	Flawless	Forma Blueprint	20
Meso	A10	Flawless	Nautilus Prime Systems	17
Meso	A10	Flawless	Orthos Prime Handle	20
Meso	A10	Flawless	Xaku Prime Neuroptics Blueprint	20
Meso	A10	Intact	Alternox Prime Blueprint	2
Meso	A10	Intact	Dual Zoren Prime Blueprint	11
Meso	A10	Intact	Forma Blueprint	25.33
Meso	A10	Intact	Nautilus Prime Systems	11
Meso	A10	Intact	Orthos Prime Handle	25.33
Meso	A10	Intact	Xaku Prime Neuroptics Blueprint	25.33
Meso	A10	Radiant	Alternox Prime Blueprint	10
Meso	A10	Radiant	Dual Zoren Prime Blueprint	20
Meso	A10	Radiant	Forma Blueprint	16.67
Meso	A10	Radiant	Nautilus Prime Systems	20
Meso	A10	Radiant	Orthos Prime Handle	16.67
Meso	A10	Radiant	Xaku Prime Neuroptics Blueprint	16.67
Meso	A11	Exceptional	Acceltra Prime Stock	13
Meso	A11	Exceptional	Akarius Prime Blueprint	4
Meso	A11	Exceptional	Forma Blueprint	23.33
Meso	A11	Exceptional	Gauss Prime Chassis Blueprint	23.33
Meso	A11	Exceptional	Masseter Prime Blueprint	13
Meso	A11	Exceptional	Paris Prime Upper Limb	23.33
Meso	A11	Flawless	Acceltra Prime Stock	17
Meso	A11	Flawless	Akarius Prime Blueprint	6
Meso	A11	Flawless	Forma Blueprint	20
Meso	A11	Flawless	Gauss Prime Chassis Blueprint	20
Meso	A11	Flawless	Masseter Prime Blueprint	17
Meso	A11	Flawless	Paris Prime Upper Limb	20
Meso	A11	Intact	Acceltra Prime Stock	11
Meso	A11	Intact	Akarius Prime Blueprint	2
Meso	A11	Intact	Forma Blueprint	25.33
Meso	A11	Intact	Gauss Prime Chassis Blueprint	25.33
Meso	A11	Intact	Masseter Prime Blueprint	11
Meso	A11	Intact	Paris Prime Upper Limb	25.33
Meso	A11	Radiant	Acceltra Prime Stock	20
Meso	A11	Radiant	Akarius Prime Blueprint	10
Meso	A11	Radiant	Forma Blueprint	16.67
Meso	A11	Radiant	Gauss Prime Chassis Blueprint	16.67
Meso	A11	Radiant	Masseter Prime Blueprint	20
Meso	A11	Radiant	Paris Prime Upper Limb	16.67
Meso	A2	Exceptional	Akbolto Prime Receiver	4
Meso	A2	Exceptional	Equinox Prime Blueprint	13
Meso	A2	Exceptional	Forma Blueprint	23.33
Meso	A2	Exceptional	Tipedo Prime Blueprint	23.33
Meso	A2	Exceptional	Zephyr Prime Chassis Blueprint	13
Meso	A2	Exceptional	Zhuge Prime Grip	23.33
Meso	A2	Flawless	Akbolto Prime Receiver	6
Meso	A2	Flawless	Equinox Prime Blueprint	17
Meso	A2	Flawless	Forma Blueprint	20
Meso	A2	Flawless	Tipedo Prime Blueprint	20
Meso	A2	Flawless	Zephyr Prime Chassis Blueprint	17
Meso	A2	Flawless	Zhuge Prime Grip	20
Meso	A2	Intact	Akbolto Prime Receiver	2
Meso	A2	Intact	Equinox Prime Blueprint	11
Meso	A2	Intact	Forma Blueprint	25.33
Meso	A2	Intact	Tipedo Prime Blueprint	25.33
Meso	A2	Intact	Zephyr Prime Chassis Blueprint	11
Meso	A2	Intact	Zhuge Prime Grip	25.33
Meso	A2	Radiant	Akbolto Prime Receiver	10
Meso	A2	Radiant	Equinox Prime Blueprint	20
Meso	A2	Radiant	Forma Blueprint	16.67
Meso	A2	Radiant	Tipedo Prime Blueprint	16.67
Meso	A2	Radiant	Zephyr Prime Chassis Blueprint	20
Meso	A2	Radiant	Zhuge Prime Grip	16.67
Meso	A3	Exceptional	2X Forma Blueprint	13
Meso	A3	Exceptional	Astilla Prime Barrel	4
Meso	A3	Exceptional	Burston Prime Stock	23.33
Meso	A3	Exceptional	Knell Prime Receiver	13
Meso	A3	Exceptional	Nidus Prime Systems Blueprint	23.33
Meso	A3	Exceptional	Tenora Prime Blueprint	23.33
Meso	A3	Flawless	2X Forma Blueprint	17
Meso	A3	Flawless	Astilla Prime Barrel	6
Meso	A3	Flawless	Burston Prime Stock	20
Meso	A3	Flawless	Knell Prime Receiver	17
Meso	A3	Flawless	Nidus Prime Systems Blueprint	20
Meso	A3	Flawless	Tenora Prime Blueprint	20
Meso	A3	Intact	2X Forma Blueprint	11
Meso	A3	Intact	Astilla Prime Barrel	2
Meso	A3	Intact	Burston Prime Stock	25.33
Meso	A3	Intact	Knell Prime Receiver	11
Meso	A3	Intact	Nidus Prime Systems Blueprint	25.33
Meso	A3	Intact	Tenora Prime Blueprint	25.33
Meso	A3	Radiant	2X Forma Blueprint	20
Meso	A3	Radiant	Astilla Prime Barrel	10
Meso	A3	Radiant	Burston Prime Stock	16.67
Meso	A3	Radiant	Knell Prime Receiver	20
Meso	A3	Radiant	Nidus Prime Systems Blueprint	16.67
Meso	A3	Radiant	Tenora Prime Blueprint	16.67
Meso	A4	Exceptional	Afuris Prime Receiver	4
Meso	A4	Exceptional	Braton Prime Receiver	13
Meso	A4	Exceptional	Bronco Prime Blueprint	23.33
Meso	A4	Exceptional	Corvas Prime Receiver	23.33
Meso	A4	Exceptional	Gara Prime Chassis Blueprint	13
Meso	A4	Exceptional	Scourge Prime Blade	23.33
Meso	A4	Flawless	Afuris Prime Receiver	6
Meso	A4	Flawless	Braton Prime Receiver	17
Meso	A4	Flawless	Bronco Prime Blueprint	20
Meso	A4	Flawless	Corvas Prime Receiver	20
Meso	A4	Flawless	Gara Prime Chassis Blueprint	17
Meso	A4	Flawless	Scourge Prime Blade	20
Meso	A4	Intact	Afuris Prime Receiver	2
Meso	A4	Intact	Braton Prime Receiver	11
Meso	A4	Intact	Bronco Prime Blueprint	25.33
Meso	A4	Intact	Corvas Prime Receiver	25.33
Meso	A4	Intact	Gara Prime Chassis Blueprint	11
Meso	A4	Intact	Scourge Prime Blade	25.33
Meso	A4	Radiant	Afuris Prime Receiver	10
Meso	A4	Radiant	Braton Prime Receiver	20
Meso	A4	Radiant	Bronco Prime Blueprint	16.67
Meso	A4	Radiant	Corvas Prime Receiver	16.67
Meso	A4	Radiant	Gara Prime Chassis Blueprint	20
Meso	A4	Radiant	Scourge Prime Blade	16.67
Meso	A5	Exceptional	Acceltra Prime Barrel	4
Meso	A5	Exceptional	Afuris Prime Link	13
Meso	A5	Exceptional	Akbronco Prime Blueprint	23.33
Meso	A5	Exceptional	Fulmin Prime Blueprint	13
Meso	A5	Exceptional	Grendel Prime Neuroptics Blueprint	23.33
Meso	A5	Exceptional	Khora Prime Systems Blueprint	23.33
Meso	A5	Flawless	Acceltra Prime Barrel	6
Meso	A5	Flawless	Afuris Prime Link	17
Meso	A5	Flawless	Akbronco Prime Blueprint	20
Meso	A5	Flawless	Fulmin Prime Blueprint	17
Meso	A5	Flawless	Grendel Prime Neuroptics Blueprint	20
Meso	A5	Flawless	Khora Prime Systems Blueprint	20
Meso	A5	Intact	Acceltra Prime Barrel	2
Meso	A5	Intact	Afuris Prime Link	11
Meso	A5	Intact	Akbronco Prime Blueprint	25.33
Meso	A5	Intact	Fulmin Prime Blueprint	11
Meso	A5	Intact	Grendel Prime Neuroptics Blueprint	25.33
Meso	A5	Intact	Khora Prime Systems Blueprint	25.33
Meso	A5	Radiant	Acceltra Prime Barrel	10
Meso	A5	Radiant	Afuris Prime Link	20
Meso	A5	Radiant	Akbronco Prime Blueprint	16.67
Meso	A5	Radiant	Fulmin Prime Blueprint	20
Meso	A5	Radiant	Grendel Prime Neuroptics Blueprint	16.67
Meso	A5	Radiant	Khora Prime Systems Blueprint	16.67
Meso	A6	Exceptional	Astilla Prime Barrel	4
Meso	A6	Exceptional	Corinth Prime Blueprint	23.33
Meso	A6	Exceptional	Forma Blueprint	23.33
Meso	A6	Exceptional	Lex Prime Receiver	23.33
Meso	A6	Exceptional	Titania Prime Neuroptics Blueprint	13
Meso	A6	Exceptional	Vasto Prime Blueprint	13
Meso	A6	Flawless	Astilla Prime Barrel	6
Meso	A6	Flawless	Corinth Prime Blueprint	20
Meso	A6	Flawless	Forma Blueprint	20
Meso	A6	Flawless	Lex Prime Receiver	20
Meso	A6	Flawless	Titania Prime Neuroptics Blueprint	17
Meso	A6	Flawless	Vasto Prime Blueprint	17
Meso	A6	Intact	Astilla Prime Barrel	2
Meso	A6	Intact	Corinth Prime Blueprint	25.33
Meso	A6	Intact	Forma Blueprint	25.33
Meso	A6	Intact	Lex Prime Receiver	25.33
Meso	A6	Intact	Titania Prime Neuroptics Blueprint	11
Meso	A6	Intact	Vasto Prime Blueprint	11
Meso	A6	Radiant	Astilla Prime Barrel	10
Meso	A6	Radiant	Corinth Prime Blueprint	16.67
Meso	A6	Radiant	Forma Blueprint	16.67
Meso	A6	Radiant	Lex Prime Receiver	16.67
Meso	A6	Radiant	Titania Prime Neuroptics Blueprint	20
Meso	A6	Radiant	Vasto Prime Blueprint	20
Meso	A7	Exceptional	Akarius Prime Blueprint	4
Meso	A7	Exceptional	Braton Prime Stock	13
Meso	A7	Exceptional	Fang Prime Blade	23.33
Meso	A7	Exceptional	Orthos Prime Blade	13
Meso	A7	Exceptional	Paris Prime String	23.33
Meso	A7	Exceptional	Sevagoth Prime Neuroptics Blueprint	23.33
Meso	A7	Flawless	Akarius Prime Blueprint	6
Meso	A7	Flawless	Braton Prime Stock	17
Meso	A7	Flawless	Fang Prime Blade	20
Meso	A7	Flawless	Orthos Prime Blade	17
Meso	A7	Flawless	Paris Prime String	20
Meso	A7	Flawless	Sevagoth Prime Neuroptics Blueprint	20
Meso	A7	Intact	Akarius Prime Blueprint	2
Meso	A7	Intact	Braton Prime Stock	11
Meso	A7	Intact	Fang Prime Blade	25.33
Meso	A7	Intact	Orthos Prime Blade	11
Meso	A7	Intact	Paris Prime String	25.33
Meso	A7	Intact	Sevagoth Prime Neuroptics Blueprint	25.33
Meso	A7	Radiant	Akarius Prime Blueprint	10
Meso	A7	Radiant	Braton Prime Stock	20
Meso	A7	Radiant	Fang Prime Blade	16.67
Meso	A7	Radiant	Orthos Prime Blade	20
Meso	A7	Radiant	Paris Prime String	16.67
Meso	A7	Radiant	Sevagoth Prime Neuroptics Blueprint	16.67
Meso	A8	Exceptional	Acceltra Prime Stock	4
Meso	A8	Exceptional	Burston Prime Receiver	23.33
Meso	A8	Exceptional	Forma Blueprint	23.33
Meso	A8	Exceptional	Lavos Prime Neuroptics Blueprint	13
Meso	A8	Exceptional	Okina Prime Handle	13
Meso	A8	Exceptional	Quassus Prime Handle	23.33
Meso	A8	Flawless	Acceltra Prime Stock	6
Meso	A8	Flawless	Burston Prime Receiver	20
Meso	A8	Flawless	Forma Blueprint	20
Meso	A8	Flawless	Lavos Prime Neuroptics Blueprint	17
Meso	A8	Flawless	Okina Prime Handle	17
Meso	A8	Flawless	Quassus Prime Handle	20
Meso	A8	Intact	Acceltra Prime Stock	2
Meso	A8	Intact	Burston Prime Receiver	25.33
Meso	A8	Intact	Forma Blueprint	25.33
